url,brand,product_name, sale_price , mrp 
https://in.puma.com/in/en/pd/palermo-supertifo-sneakers/404700?swatch=01,Puma,Palermo Supertifo Sneakers," ? 5,999.00 "," ? 7,999.00 "
https://in.puma.com/in/en/pd/royalcat-comfort-softride-daze-womens-slides/397159?swatch=05,Puma,Royalcat Comfort Softride Daze Women's Slides,," ? 2,999.00 "
https://in.puma.com/in/en/pd/future-7-ultimate-fg-ag-football-boots/107916?swatch=02,Puma,FUTURE 7 ULTIMATE FG/AG Football Boots," ? 15,999.00 "," ? 19,999.00 "
https://in.puma.com/in/en/pd/easy-rider-vintage-everyday-comfort-sneakers/399028?swatch=41,Puma,Easy Rider Vintage Everyday Comfort Sneakers," ? 7,199.00 "," ? 7,999.00 "
https://in.puma.com/in/en/pd/softride-seave-aquaterra-lightweight-sandal/404540?swatch=02,Puma,Softride Seave Aquaterra Lightweight Sandal,," ? 3,499.00 "
https://in.puma.com/in/en/pd/majesty-leather-sneakers/312617?swatch=01,Puma,Majesty Leather Sneakers,," ? 7,999.00 "
https://in.puma.com/in/en/pd/badminton-smash-sprint-indoor-sports-shoes/109304?swatch=02,Puma,Badminton Smash Sprint Indoor Sports Shoes," ? 2,749.00 "," ? 4,999.00 "
https://in.puma.com/in/en/pd/porsche-legacy-leadcat-2-0-slides/308857?swatch=04,Puma,Porsche Legacy Leadcat 2.0 Slides," ? 3,149.00 "," ? 3,499.00 "
https://in.puma.com/in/en/pd/majesty-leather-sneakers/312617?swatch=03,Puma,Majesty Leather Sneakers," ? 4,799.00 "," ? 7,999.00 "
https://in.puma.com/in/en/pd/king-ultimate-fg-ag-womens-football-boots/107565?swatch=04,Puma,KING ULTIMATE FG/AG Women's Football Boots," ? 9,499.00 "," ? 18,999.00 "
https://in.puma.com/in/en/pd/softride-sophia-2-womens-slip-on-shoes/311886?swatch=04,Puma,Softride Sophia 2 Women's Slip-On Shoes," ? 4,399.00 "," ? 5,499.00 "
https://in.puma.com/in/en/pd/scuderia-ferrari-tune-cat-motorsport-driving-shoes/308058?swatch=04,Puma,Scuderia Ferrari Tune Cat Motorsport Driving Shoes," ? 4,159.00 "," ? 7,999.00 "
https://in.puma.com/in/en/pd/speedcat-og-sneakers/398846?swatch=56,Puma,Speedcat OG Sneakers," ? 7,499.00 "," ? 9,999.00 "
https://in.puma.com/in/en/pd/elevata-gentle-meld-womens-palermo-sneakers/403344?swatch=02,Puma,Elevata Gentle Meld Women's Palermo Sneakers,," ? 7,999.00 "
https://in.puma.com/in/en/pd/softride-enzo-evo-running-shoes/312074?swatch=05,Puma,Softride Enzo Evo Running Shoes," ? 5,599.00 "," ? 6,999.00 "
https://in.puma.com/in/en/pd/softride-enzo-evo-running-shoes/377048?swatch=01,Puma,SOFTRIDE Enzo Evo Running Shoes," ? 5,249.00 "," ? 6,999.00 "
https://in.puma.com/in/en/pd/electrify-nitro-4-womens-everyday-running-shoes/310788?swatch=14,Puma,Electrify NITRO™ 4 Women's Everyday Running Shoes,," ? 8,999.00 "
https://in.puma.com/in/en/pd/electrify-nitro-2-womens-running-shoes/376898?swatch=12,Puma,Electrify NITRO™ 2 Women's Running Shoes," ? 8,799.00 "," ? 10,999.00 "
https://in.puma.com/in/en/pd/all-pro-nitro-superior-cushioning-basketball-shoes/379079?swatch=12,Puma,All-Pro NITRO™ Superior Cushioning Basketball Shoes," ? 9,749.00 "," ? 12,999.00 "
https://in.puma.com/in/en/pd/softridepro-leadpuff-womens-slides/311793?swatch=01,Puma,SoftridePro Leadpuff Women's Slides,," ? 3,499.00 "
https://in.puma.com/in/en/pd/scuderia-ferrari-speedcat-racing-shoes/307514?swatch=01,Puma,Scuderia Ferrari Speedcat Racing Shoes,," ? 9,999.00 "
https://in.puma.com/in/en/pd/puma-x-sonic-the-hedgehog-inverse-tails-shoes/404364?swatch=01,Puma,PUMA x Sonic the Hedgehog Inverse Tails Shoes," ? 9,599.00 "," ? 11,999.00 "
https://in.puma.com/in/en/pd/future-rider-play-on-sneakers/371149?swatch=25,Puma,Future Rider Play On Sneakers," ? 5,849.00 "," ? 8,999.00 "
https://in.puma.com/in/en/pd/palermo-classic-comfort-low-boot-sneakers/402693?swatch=05,Puma,Palermo Classic Comfort Low Boot Sneakers," ? 5,249.00 "," ? 6,999.00 "
https://in.puma.com/in/en/pd/fast-trac-apex-nitro-womens-running-shoes/378551?swatch=04,Puma,Fast-Trac Apex NITRO™ Women's Running Shoes," ? 10,399.00 "," ? 12,999.00 "
https://in.puma.com/in/en/pd/razz-womens-running-shoes/310598?swatch=01,Puma,Razz Women's Running Shoes,," ? 2,999.00 "
https://in.puma.com/in/en/pd/puma-softride-seave-platform-flip-flops/391864?swatch=02,Puma,PUMA Softride Seave Platform Flip-Flops,," ? 2,799.00 "
https://in.puma.com/in/en/pd/accelerate-nitro-sqd-untmd-handball-shoes/108415?swatch=01,Puma,Accelerate NITRO™ SQD UNTMD Handball Shoes,," ? 12,999.00 "
https://in.puma.com/in/en/pd/meza-running-shoes/312044?swatch=02,Puma,Meza Running Shoes," ? 5,599.00 "," ? 6,999.00 "
https://in.puma.com/in/en/pd/fenty-x-puma-creeper-phatty-earth-tone-sneakers/396813?swatch=01,Puma,FENTY x PUMA Creeper Phatty Earth Tone Sneakers,," ? 11,999.00 "
https://in.puma.com/in/en/pd/softride-frequence-street-running-shoes/311727?swatch=02,Puma,Softride Frequence Street Running Shoes," ? 4,549.00 "," ? 6,999.00 "
https://in.puma.com/in/en/pd/bmw-mms-neo-cat-mid-2-0-driving-shoes/309236?swatch=02,Puma,BMW MMS Neo Cat Mid 2.0 Driving Shoes," ? 4,949.00 "," ? 8,999.00 "
https://in.puma.com/in/en/pd/speedcat-plus-sneakers/402995?swatch=04,Puma,Speedcat Plus Sneakers," ? 8,249.00 "," ? 10,999.00 "
https://in.puma.com/in/en/pd/puma-x-ripndip-inhale-sneakers/403648?swatch=01,Puma,PUMA x RIPNDIP Inhale Sneakers," ? 8,799.00 "," ? 10,999.00 "
https://in.puma.com/in/en/pd/fast-r-nitro-elite-3-womens-running-shoes/312061?swatch=01,Puma,FAST-R NITRO™ Elite 3 Women's Running Shoes,," ? 23,999.00 "
https://in.puma.com/in/en/pd/bmw-motorsport-caven-2-0-sneakers/309174?swatch=01,Puma,BMW Motorsport Caven 2.0 Sneakers,," ? 6,999.00 "
https://in.puma.com/in/en/pd/elevata-gentle-meld-womens-palermo-sneakers/403344?swatch=01,Puma,Elevata Gentle Meld Women's Palermo Sneakers,," ? 7,999.00 "
https://in.puma.com/in/en/pd/voyage-nitro-3-womens-running-shoes/377746?swatch=04,Puma,Voyage NITRO™ 3 Women's Running Shoes,," ? 12,999.00 "
https://in.puma.com/in/en/pd/ca-pro-classic-leather-sneakers/402538?swatch=06,Puma,CA Pro Classic Leather Sneakers," ? 5,999.00 "," ? 7,999.00 "
https://in.puma.com/in/en/pd/bowling-24-1-cricket-shoes/107697?swatch=01,Puma,Bowling 24.1 Cricket Shoes," ? 11,199.00 "," ? 13,999.00 "
https://in.puma.com/in/en/pd/mostro-sneakers/403812?swatch=02,Puma,Mostro Sneakers," ? 8,249.00 "," ? 10,999.00 "
https://in.puma.com/in/en/pd/palermo-sneakers/396463?swatch=20,Puma,Palermo Sneakers,," ? 6,999.00 "
https://in.puma.com/in/en/pd/velocity-nitro-2-gore-tex-womens-trail-running-shoes/377508?swatch=04,Puma,Velocity NITRO™ 2 GORE-TEX® Women's Trail Running Shoes," ? 10,499.00 "," ? 13,999.00 "
https://in.puma.com/in/en/pd/inverse-cityscape-sneakers/404054?swatch=01,Puma,Inverse Cityscape Sneakers," ? 10,799.00 "," ? 11,999.00 "
https://in.puma.com/in/en/pd/softride-carson-hands-free-sliptech-walking-shoes/311724?swatch=03,Puma,Softride Carson Hands-free Sliptech Walking Shoes," ? 3,779.00 "," ? 5,999.00 "
https://in.puma.com/in/en/pd/king-indoor-sneakers/401683?swatch=11,Puma,King Indoor Sneakers," ? 8,799.00 "," ? 10,999.00 "
https://in.puma.com/in/en/pd/magnify-nitro-3-high-cushion-performance-womens-running-shoes/311047?swatch=04,Puma,Magnify NITRO™ 3 High Cushion Performance Women's Running Shoes," ? 11,249.00 "," ? 14,999.00 "
https://in.puma.com/in/en/pd/bowling-24-1-cricket-shoes/107697?swatch=02,Puma,Bowling 24.1 Cricket Shoes," ? 11,199.00 "," ? 13,999.00 "
https://in.puma.com/in/en/pd/adelina-womens-ballerina-shoes/395002?swatch=07,Puma,Adelina Women's Ballerina Shoes," ? 2,599.00 "," ? 3,999.00 "
https://in.puma.com/in/en/pd/king-indoor-sneakers/401683?swatch=03,Puma,King Indoor Sneakers," ? 8,799.00 "," ? 10,999.00 "
https://in.puma.com/in/en/pd/palermo-premium-leather-sneakers/406000?swatch=02,Puma,Palermo Premium Leather Sneakers,," ? 7,999.00 "
https://in.puma.com/in/en/pd/inhale-casual-sneakers/406513?swatch=01,Puma,Inhale Casual Sneakers," ? 7,999.00 "," ? 9,999.00 "
https://in.puma.com/in/en/pd/cassia-womens-sneakers/384647?swatch=23,Puma,Cassia Women's Sneakers," ? 4,799.00 "," ? 7,999.00 "
https://in.puma.com/in/en/pd/softride-premier-glideknit-walking-shoes/312706?swatch=01,Puma,Softride Premier GlideKnit Walking Shoes," ? 4,124.00 "," ? 5,499.00 "
https://in.puma.com/in/en/pd/24-fh-rubber-cricket-shoes/107699?swatch=01,Puma,24 FH Rubber Cricket Shoes," ? 5,249.00 "," ? 6,999.00 "
https://in.puma.com/in/en/pd/mostro-kreature-sneakers/403630?swatch=01,Puma,Mostro Kreature Sneakers," ? 10,499.00 "," ? 13,999.00 "
https://in.puma.com/in/en/pd/cali-court-luxe-womens-sneakers/401281?swatch=01,Puma,Cali Court Luxe Women's Sneakers," ? 5,999.00 "," ? 7,999.00 "
https://in.puma.com/in/en/pd/ultra-5-ultimate-fg-football-boots/107683?swatch=01,Puma,ULTRA 5 ULTIMATE FG Football Boots," ? 15,999.00 "," ? 19,999.00 "
https://in.puma.com/in/en/pd/speedcat-suede-ballet-womens-shoes/401287?swatch=06,Puma,Speedcat Suede Ballet Women's Shoes,," ? 6,999.00 "
https://in.puma.com/in/en/pd/purecat-slides/360262?swatch=02,Puma,Purecat Slides," ? 1,274.00 "," ? 1,699.00 "
https://in.puma.com/in/en/pd/palermo-sneakers/402692?swatch=08,Puma,Palermo Sneakers,," ? 6,999.00 "
https://in.puma.com/in/en/pd/pwr-nitro-sqd-2-training-shoes/310150?swatch=03,Puma,PWR NITRO™ SQD 2 Training Shoes," ? 11,699.00 "," ? 12,999.00 "
https://in.puma.com/in/en/pd/cell-thrill-running-shoes/310168?swatch=07,Puma,Cell Thrill Running Shoes," ? 4,399.00 "," ? 5,499.00 "
https://in.puma.com/in/en/pd/nova-elite-womens-padel-boots/108289?swatch=01,Puma,NOVA Elite Women's Padel Boots," ? 10,799.00 "," ? 11,999.00 "
https://in.puma.com/in/en/pd/speedcat-plus-quilted-sneakers/403429?swatch=01,Puma,Speedcat Plus Quilted Sneakers,," ? 10,999.00 "
https://in.puma.com/in/en/pd/velocity-nitro-2-fade-womens-running-shoes/378527?swatch=03,Puma,Velocity NITRO™ 2 Fade Women's Running Shoes," ? 8,999.00 "," ? 11,999.00 "
https://in.puma.com/in/en/pd/pwr-hybrid-womens-training-shoes/310477?swatch=13,Puma,PWR Hybrid Women's Training Shoes," ? 6,399.00 "," ? 7,999.00 "
https://in.puma.com/in/en/pd/softride-frequence-street-womens-running-shoes/312729?swatch=01,Puma,Softride Frequence Street Women's Running Shoes," ? 5,249.00 "," ? 6,999.00 "
https://in.puma.com/in/en/pd/wild-rider-rollin-sneakers/381517?swatch=04,Puma,Wild Rider Rollin' Sneakers," ? 4,679.00 "," ? 8,999.00 "
https://in.puma.com/in/en/pd/palermo-sneakers/402692?swatch=07,Puma,Palermo Sneakers,," ? 6,999.00 "
https://in.puma.com/in/en/pd/caven-2-0-lux-res-sneakers/404698?swatch=01,Puma,Caven 2.0 Lux Res Sneakers,," ? 6,499.00 "
https://in.puma.com/in/en/pd/harrow-womens-sneakers/391515?swatch=02,Puma,Harrow Women's Sneakers," ? 3,199.00 "," ? 3,999.00 "
https://in.puma.com/in/en/pd/softride-symmetry-fuzion-running-shoes/311890?swatch=01,Puma,Softride Symmetry Fuzion Running Shoes,," ? 5,999.00 "
https://in.puma.com/in/en/pd/mostro-og-prime-sneakers/403206?swatch=08,Puma,Mostro OG Prime Sneakers," ? 7,499.00 "," ? 9,999.00 "
https://in.puma.com/in/en/pd/court-shatter-low-sneakers/399844?swatch=06,Puma,Court Shatter Low Sneakers," ? 3,299.00 "," ? 5,999.00 "
https://in.puma.com/in/en/pd/electrify-nitro-3-womens-running-shoes/310488?swatch=01,Puma,Electrify NITRO™ 3 Women's Running Shoes," ? 6,749.00 "," ? 8,999.00 "
https://in.puma.com/in/en/pd/bmw-m-motorsport-drift-cat-decima-sneakers/309232?swatch=02,Puma,BMW M Motorsport Drift Cat Decima Sneakers," ? 4,959.00 "," ? 7,999.00 "
https://in.puma.com/in/en/pd/deviate-nitro-3-wide-womens-running-shoes/378450?swatch=05,Puma,Deviate NITRO™ 3 WIDE Women's Running Shoes,," ? 15,999.00 "
https://in.puma.com/in/en/pd/wave-flip-flops/390142?swatch=14,Puma,Wave Flip-Flops," ? 1,159.00 "," ? 1,999.00 "
https://in.puma.com/in/en/pd/all-pro-nitro-2-responsive-basketball-shoes/311521?swatch=01,Puma,All-Pro Nitro 2 Responsive Basketball Shoes," ? 10,399.00 "," ? 12,999.00 "
https://in.puma.com/in/en/pd/mid-distance-nitro-elite-3-spike-running-shoes/312637?swatch=01,Puma,Mid Distance NITRO™ Elite 3 Spike Running Shoes,," ? 16,999.00 "
https://in.puma.com/in/en/pd/bmw-motorsport-caven-2-0-sneakers/309174?swatch=02,Puma,BMW Motorsport Caven 2.0 Sneakers,," ? 6,999.00 "
https://in.puma.com/in/en/pd/velocity-nitro-3-womens-running-shoes/377749?swatch=08,Puma,Velocity NITRO™ 3 Women's Running Shoes," ? 11,699.00 "," ? 12,999.00 "
https://in.puma.com/in/en/pd/carina-2-0-womens-sneakers/401345?swatch=01,Puma,Carina 2.0 Women's Sneakers," ? 2,999.00 "," ? 4,999.00 "
https://in.puma.com/in/en/pd/king-ultimate-fg-ag-womens-football-boots/107869?swatch=02,Puma,KING ULTIMATE FG/AG Women's Football Boots," ? 11,399.00 "," ? 19,999.00 "
https://in.puma.com/in/en/pd/cell-thrill-womens-comfort-running-shoes/312086?swatch=02,Puma,Cell Thrill Women's Comfort Running Shoes,," ? 5,499.00 "
https://in.puma.com/in/en/pd/puma-x-rick-and-morty-rs-surge-sneakers/403654?swatch=01,Puma,PUMA x RICK AND MORTY RS Surge Sneakers,," ? 11,999.00 "
https://in.puma.com/in/en/pd/mb-05-voltage-basketball-shoes/312131?swatch=01,Puma,MB.05 Voltage Basketball Shoes," ? 11,199.00 "," ? 13,999.00 "
https://in.puma.com/in/en/pd/silvia-v2-womens-slides/387980?swatch=05,Puma,Silvia V2 Women's Slides," ? 2,249.00 "," ? 2,499.00 "
https://in.puma.com/in/en/pd/spike-24-2-ultralight-cricket-shoes/107698?swatch=01,Puma,Spike 24.2 Ultralight Cricket Shoes," ? 6,399.00 "," ? 7,999.00 "
https://in.puma.com/in/en/pd/galaxy-comfort-v4-flip-flops/388831?swatch=01,Puma,Galaxy Comfort V4 Flip-Flops,," ? 2,299.00 "
https://in.puma.com/in/en/pd/ragegryp-womens-running-shoes/310886?swatch=01,Puma,Ragegryp Women's Running Shoes,," ? 3,799.00 "
https://in.puma.com/in/en/pd/smash-comfort-sneakers/400357?swatch=02,Puma,Smash Comfort Sneakers," ? 2,999.00 "," ? 3,999.00 "
https://in.puma.com/in/en/pd/conduct-pro-womens-running-shoes/310315?swatch=13,Puma,Conduct Pro Women's Running Shoes," ? 5,624.00 "," ? 7,499.00 "
https://in.puma.com/in/en/pd/club-kayzer-superior-cushioning-casual-shoes/402603?swatch=07,Puma,Club Kayzer Superior Cushioning Casual Shoes," ? 4,399.00 "," ? 5,499.00 "
https://in.puma.com/in/en/pd/softride-pro-echo-slip-on-womens-shoes/310889?swatch=03,Puma,Softride Pro Echo Slip-On Women's Shoes," ? 4,499.00 "," ? 5,999.00 "
https://in.puma.com/in/en/pd/softride-symmetry-running-shoes/311885?swatch=01,Puma,Softride Symmetry Running Shoes," ? 5,599.00 "," ? 6,999.00 "
https://in.puma.com/in/en/pd/speedcat-og-sneakers/398846?swatch=43,Puma,Speedcat OG Sneakers," ? 7,499.00 "," ? 9,999.00 "
https://in.puma.com/in/en/pd/shibusa-slides/401278?swatch=05,Puma,Shibusa Slides,," ? 2,299.00 "
https://in.puma.com/in/en/pd/magmax-nitro-womens-maximum-cushioning-running-shoes/310089?swatch=13,Puma,MagMax NITRO™ Women's Maximum Cushioning Running Shoes,," ? 16,999.00 "
https://in.puma.com/in/en/pd/king-indoor-sneakers/401683?swatch=04,Puma,King Indoor Sneakers," ? 8,799.00 "," ? 10,999.00 "
https://in.puma.com/in/en/pd/blktop-rider-suede-sneakers/392725?swatch=06,Puma,Blktop Rider Suede Sneakers," ? 8,099.00 "," ? 8,999.00 "
https://in.puma.com/in/en/pd/speedcat-suede-ballet-womens-shoes/401287?swatch=02,Puma,Speedcat Suede Ballet Women's Shoes,," ? 6,999.00 "
https://in.puma.com/in/en/pd/all-pro-nitro-2-puma-x-e-t--basketball-shoes/312313?swatch=01,Puma,All-Pro NITRO™ 2 PUMA x E.T. Basketball Shoes,," ? 12,999.00 "
https://in.puma.com/in/en/pd/palermo-moda-elevated-womens-sneakers/398527?swatch=02,Puma,Palermo Moda Elevated Women's Sneakers,," ? 6,999.00 "
https://in.puma.com/in/en/pd/all-pro-nitro-crowd-craze-basketball-shoes/310387?swatch=01,Puma,All-Pro NITRO™ Crowd Craze Basketball Shoes," ? 10,499.00 "," ? 13,999.00 "
https://in.puma.com/in/en/pd/mostro-metal-sneakers/403188?swatch=01,Puma,Mostro Metal Sneakers," ? 8,249.00 "," ? 10,999.00 "
https://in.puma.com/in/en/pd/suzzana-slip-v1-womens-flip-flops/388818?swatch=04,Puma,Suzzana Slip V1 Women's Flip-Flops," ? 1,099.00 "," ? 1,999.00 "
https://in.puma.com/in/en/pd/f1-inhale-75-yrs-sneakers/308889?swatch=03,Puma,F1 Inhale 75 YRS Sneakers," ? 9,899.00 "," ? 10,999.00 "
https://in.puma.com/in/en/pd/lex-womens-training-shoes/376211?swatch=08,Puma,Lex Women's Training Shoes," ? 4,799.00 "," ? 5,999.00 "
https://in.puma.com/in/en/pd/puma-x-ripndip-suede-xl-sneakers/403651?swatch=01,Puma,PUMA x RIPNDIP Suede XL Sneakers,," ? 9,999.00 "
https://in.puma.com/in/en/pd/pwr-nitro-sqd-2-training-shoes/310150?swatch=17,Puma,PWR NITRO™ SQD 2 Training Shoes," ? 11,699.00 "," ? 12,999.00 "
https://in.puma.com/in/en/pd/conduct-pro-womens-running-shoes/312087?swatch=04,Puma,Conduct Pro Women’s Running Shoes," ? 7,649.00 "," ? 8,499.00 "
https://in.puma.com/in/en/pd/pwrframe-op-1-abstract-sneakers/382649?swatch=02,Puma,PWRFRAME OP-1 Abstract Sneakers," ? 5,719.00 "," ? 10,999.00 "
https://in.puma.com/in/en/pd/velocity-nitro-3-womens-running-shoes/377749?swatch=15,Puma,Velocity NITRO™ 3 Women's Running Shoes," ? 10,399.00 "," ? 12,999.00 "
https://in.puma.com/in/en/pd/mostro-og-sneakers/397330?swatch=11,Puma,Mostro OG Sneakers," ? 7,499.00 "," ? 9,999.00 "
https://in.puma.com/in/en/pd/softride-enzo-evo-womens-lightweight-running-shoes/312084?swatch=04,Puma,Softride Enzo Evo Women's Lightweight Running Shoes," ? 5,599.00 "," ? 6,999.00 "
https://in.puma.com/in/en/pd/foreverrun-nitro-womens-running-shoes/377758?swatch=22,Puma,ForeverRun NITRO™ Women's Running Shoes," ? 11,999.00 "," ? 14,999.00 "
https://in.puma.com/in/en/pd/lafrance-rnr-basketball-shoes/312274?swatch=02,Puma,LaFrancé RNR Basketball Shoes,," ? 11,999.00 "
https://in.puma.com/in/en/pd/cell-thrill-womens-comfort-running-shoes/312086?swatch=01,Puma,Cell Thrill Women's Comfort Running Shoes,," ? 5,499.00 "
https://in.puma.com/in/en/pd/fast-trac-nitro-womens-trail-running-shoes/377046?swatch=09,Puma,Fast-Trac NITRO™ Women's Trail Running Shoes," ? 8,799.00 "," ? 10,999.00 "
https://in.puma.com/in/en/pd/bmw-m-motorsport-electron-e-pro-sneakers/308960?swatch=01,Puma,BMW M Motorsport Electron E Pro Sneakers,," ? 6,999.00 "
https://in.puma.com/in/en/pd/softride-premier-glideknit-walking-shoes/312706?swatch=04,Puma,Softride Premier GlideKnit Walking Shoes," ? 4,399.00 "," ? 5,499.00 "
https://in.puma.com/in/en/pd/rs-x-toys-sneakers/369449?swatch=24,Puma,RS-X Toys Sneakers," ? 5,719.00 "," ? 10,999.00 "
https://in.puma.com/in/en/pd/long-distance-nitro-elite-3-spike-running-shoes/311981?swatch=01,Puma,Long Distance NITRO™ Elite 3 Spike Running Shoes,," ? 14,999.00 "
https://in.puma.com/in/en/pd/wave-flip-flops/390142?swatch=04,Puma,Wave Flip-Flops," ? 1,159.00 "," ? 1,999.00 "
https://in.puma.com/in/en/pd/eliminate-pro-ii-indoor-sports-shoes/106880?swatch=03,Puma,Eliminate Pro II Indoor Sports Shoes," ? 7,199.00 "," ? 8,999.00 "
https://in.puma.com/in/en/pd/inhale-mens-sneakers/401560?swatch=19,Puma,Inhale Men's Sneakers," ? 8,249.00 "," ? 10,999.00 "
https://in.puma.com/in/en/pd/talon-san-san-gear-leather-shoes/404243?swatch=01,Puma,Talon San San Gear Leather Shoes,," ? 14,499.00 "
https://in.puma.com/in/en/pd/deviate-nitro-elite-3-digitokyo-womens-running-shoes/311918?swatch=01,Puma,Deviate NITRO™ Elite 3 DIGITOKYO Women's Running Shoes,," ? 19,999.00 "
https://in.puma.com/in/en/pd/seriah-womens-running-shoes/310595?swatch=03,Puma,Seriah Women's Running Shoes,," ? 4,499.00 "
https://in.puma.com/in/en/pd/suede-xl-sneakers/395205?swatch=03,Puma,Suede XL Sneakers,," ? 8,999.00 "
https://in.puma.com/in/en/pd/scuderia-ferrari-drift-cat-11-mens-sneakers/308613?swatch=04,Puma,Scuderia Ferrari Drift Cat 11 Men's Sneakers," ? 5,999.00 "," ? 7,999.00 "
https://in.puma.com/in/en/pd/velocity-nitro-2-fade-womens-running-shoes/378527?swatch=01,Puma,Velocity NITRO™ 2 Fade Women's Running Shoes," ? 8,999.00 "," ? 11,999.00 "
https://in.puma.com/in/en/pd/suede-classic-sneakers/399781?swatch=04,Puma,Suede Classic Sneakers,," ? 7,999.00 "
https://in.puma.com/in/en/pd/speedcat-premium-sneakers/403902?swatch=02,Puma,Speedcat Premium Sneakers," ? 8,249.00 "," ? 10,999.00 "
https://in.puma.com/in/en/pd/deviate-nitro-elite-3-x-represent-womens-running-shoes/408494?swatch=01,Puma,Deviate NITRO™ Elite 3 x REPRESENT Women's Running Shoes,," ? 21,999.00 "
https://in.puma.com/in/en/pd/deviate-nitro-elite-3-womens-running-shoes/309810?swatch=09,Puma,Deviate NITRO™ Elite 3 Women's Running Shoes,," ? 19,999.00 "
https://in.puma.com/in/en/pd/carina-2-0-womens-sneakers/401345?swatch=02,Puma,Carina 2.0 Women's Sneakers," ? 2,999.00 "," ? 4,999.00 "
https://in.puma.com/in/en/pd/rs-x-soft-womens-sneakers/404933?swatch=01,Puma,RS-X Soft Women's Sneakers," ? 7,999.00 "," ? 9,999.00 "
https://in.puma.com/in/en/pd/lafrance-rnr-basketball-shoes/312274?swatch=03,Puma,LaFrancé RNR Basketball Shoes,," ? 11,999.00 "
https://in.puma.com/in/en/pd/foreverrun-nitro-womens-running-shoes/377758?swatch=19,Puma,ForeverRun NITRO™ Women's Running Shoes," ? 13,499.00 "," ? 14,999.00 "
https://in.puma.com/in/en/pd/court-point-vulc-perf-v2-sneakers/363685?swatch=01,Puma,Court Point Vulc Perf V2 Sneakers," ? 2,079.00 "," ? 3,999.00 "
https://in.puma.com/in/en/pd/ascenso-sneakers/403307?swatch=01,Puma,Ascenso Sneakers,," ? 6,499.00 "
https://in.puma.com/in/en/pd/wave-womens-flip-flops/395845?swatch=04,Puma,Wave Women's Flip-Flops," ? 1,299.00 "," ? 1,999.00 "
https://in.puma.com/in/en/pd/mostro-og-prime-sneakers/403206?swatch=06,Puma,Mostro OG Prime Sneakers," ? 7,499.00 "," ? 9,999.00 "
https://in.puma.com/in/en/pd/court-shatter-low-sneakers/399844?swatch=07,Puma,Court Shatter Low Sneakers," ? 3,299.00 "," ? 5,999.00 "
https://in.puma.com/in/en/pd/inhale-casual-sneakers/406513?swatch=02,Puma,Inhale Casual Sneakers," ? 7,499.00 "," ? 9,999.00 "
https://in.puma.com/in/en/pd/propio-nitro-womens-running-shoes/311429?swatch=06,Puma,Propio NITRO™ Women's Running Shoes," ? 8,249.00 "," ? 10,999.00 "
https://in.puma.com/in/en/pd/royalcat-memory-foam-womens-slides/396060?swatch=01,Puma,Royalcat Memory Foam Women's Slides,," ? 3,299.00 "
https://in.puma.com/in/en/pd/conduct-pro-lightweight-running-shoes/312076?swatch=06,Puma,Conduct Pro Lightweight Running Shoes," ? 8,099.00 "," ? 8,999.00 "
https://in.puma.com/in/en/pd/the-dagger-basketball-shoes/311353?swatch=13,Puma,The Dagger Basketball Shoes," ? 7,199.00 "," ? 8,999.00 "
https://in.puma.com/in/en/pd/talon-og-retro-inspired-sneakers/402955?swatch=01,Puma,Talon OG Retro Inspired Sneakers," ? 10,399.00 "," ? 12,999.00 "
https://in.puma.com/in/en/pd/scuderia-ferrari-future-cat-og-motorsport-shoes/307889?swatch=02,Puma,Scuderia Ferrari Future Cat OG Motorsport Shoes,," ? 9,999.00 "
https://in.puma.com/in/en/pd/easy-rider-vintage-everyday-comfort-sneakers/399028?swatch=03,Puma,Easy Rider Vintage Everyday Comfort Sneakers," ? 6,399.00 "," ? 7,999.00 "
https://in.puma.com/in/en/pd/velocity-nitro-2-gore-tex-womens-trail-running-shoes/377508?swatch=02,Puma,Velocity NITRO™ 2 GORE-TEX® Women's Trail Running Shoes," ? 10,499.00 "," ? 13,999.00 "
https://in.puma.com/in/en/pd/court-classic-lux-sneakers/404703?swatch=01,Puma,Court Classic Lux Sneakers," ? 4,124.00 "," ? 5,499.00 "
https://in.puma.com/in/en/pd/flymo-injex-flip-flops/399101?swatch=05,Puma,Flymo Injex Flip-Flops, ? 839.00 ," ? 1,399.00 "
https://in.puma.com/in/en/pd/palermo-vintage-sneakers/396841?swatch=01,Puma,Palermo Vintage Sneakers,," ? 6,999.00 "
https://in.puma.com/in/en/pd/hypnotic-sneakers/402210?swatch=04,Puma,Hypnotic Sneakers," ? 5,999.00 "," ? 7,499.00 "
https://in.puma.com/in/en/pd/rebound-future-evo-sneakers/374899?swatch=06,Puma,Rebound Future Evo Sneakers," ? 3,150.00 "," ? 6,999.00 "
https://in.puma.com/in/en/pd/pwr-xx-nitro-luxe-womens-training-shoes/377892?swatch=08,Puma,PWR XX NITRO™ Luxe Women's Training Shoes," ? 8,099.00 "," ? 8,999.00 "
https://in.puma.com/in/en/pd/palermo-moda-womens-leather-sneakers/397738?swatch=01,Puma,Palermo Moda Women's Leather Sneakers,," ? 6,999.00 "
https://in.puma.com/in/en/pd/softride-seave-v1-flip-flops/391841?swatch=06,Puma,SOFTRIDE Seave V1 Flip-Flops,," ? 2,499.00 "
